NCBI.GeneID	ySmbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
110779	Hoxd3os	homeobox D3, opposite strand	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
110810	Snrp2a	U2 small nuclear ribonucleoprotein polypeptide 2A	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
110863	Gdc2	glycerolphosphate dehydrogenase 2, cytoplasmic embryonic	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
110909	Chuk-rs1	conserved helix-loop-helix ubiquitous kinase, related sequence 1	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
111519875	Gm16686	predicted gene, 16686	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163553	AA163583	expressed sequence AA163583	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163554	BE688013	expressed sequence BE688013	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163555	AI035346	expressed sequence AI035346	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163556	C78840	expressed sequence C78840	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163557	AA413147	expressed sequence AA413147	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163558	AA624815	expressed sequence AA624815	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163559	BB255381	expressed sequence BB255381	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163560	C85760	expressed sequence C85760	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163561	AU018577	expressed sequence AU018577	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163562	BE457698	expressed sequence BE457698	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163563	AA415637	expressed sequence AA415637	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163564	BB038229	expressed sequence BB038229	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163565	AA636326	expressed sequence AA636326	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163566	AA210234	expressed sequence AA210234	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163567	AA607152	expressed sequence AA607152	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163568	BB173125	expressed sequence BB173125	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163569	AU023036	expressed sequence AU023036	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163570	AU015051	expressed sequence AU015051	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163571	BB462381	expressed sequence BB462381	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163572	AV320309	expressed sequence AV320309	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163573	AA529465	expressed sequence AA529465	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163574	AA387440	expressed sequence AA387440	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163575	AA623676	expressed sequence AA623676	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163576	C77084	expressed sequence C77084	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163577	C86626	expressed sequence C86626	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163578	AU041561	expressed sequence AU041561	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163579	AA386926	expressed sequence AA386926	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163580	AU040660	expressed sequence AU040660	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163581	AI642918	expressed sequence AI642918	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163583	AA416331	expressed sequence AA416331	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163584	AA617000	expressed sequence AA617000	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112163585	AA624366	expressed sequence AA624366	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112413	4930447I22Rik	RIKEN cDNA 4930447I22 gene	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112436689	Catsper1au	Catsper1 antisense upstream transcript	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
112694759	Gm20517	predicted gene 20517	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
113002583	Shld3	shieldin complex subunit 3	Mus musculus	house mouse	PROTEIN_CODING	1	112441434	NCBI Ortholog
113523645	Lrrc70	leucine rich repeat containing 70	Mus musculus	house mouse	PROTEIN_CODING	2	100130733	NCBI Ortholog
113523646	Esp22	exocrine gland secreted peptide 22	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
113845	Vmn1r48	vomeronasal 1 receptor 48	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113849	Vmn1r52	vomeronasal 1 receptor 52	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113850	V1ra8	vomeronasal 1 receptor, A8	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113851	Vmn1r54	vomeronasal 1 receptor 54	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113855	Vmn1r40	vomeronasal 1 receptor 40	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
113856	Vmn1r46	vomeronasal 1 receptor 46	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113857	Vmn1r41	vomeronasal 1 receptor 41	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113858	Vmn1r10	vomeronasal 1 receptor 10	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113859	Vmn1r29	vomeronasal 1 receptor 29	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113860	Vmn1r11	vomeronasal 1 receptor 11	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113862	Vmn1r13	vomeronasal 1 receptor 13	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113863	Vmn1r15	vomeronasal 1 receptor 15	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113864	Vmn1r14	vomeronasal 1 receptor 14	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
113865	Vmn1r25	vomeronasal 1 receptor 25	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
113875	4931413I07Rik	RIKEN cDNA 4931413I07 gene	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
113939900	Gm50457	predicted gene, 50457	Mus musculus	house mouse	PROTEIN_CODING	1	113939900	NCBI Ortholog
114573	Drld	differentially regulated in lymphoid organs and differentiation	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
114585	D17H6S53E	DNA segment, Chr 17, human D6S53E	Mus musculus	house mouse	PROTEIN_CODING	1	57827	NCBI Ortholog
114666	Krtap5-5	keratin associated protein 5-5	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
114669	9430032L10Rik	RIKEN cDNA 9430032L10 gene	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
114670	4930573O21Rik	RIKEN cDNA 4930573O21 gene	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
114671	Semp2l2b	SUMO/sentrin specific peptidase 2-like 2B	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
114675	4932431P20Rik	RIKEN cDNA 4932431P20 gene	Mus musculus	house mouse	PROTEIN_CODING	1	83889	NCBI Ortholog
114775	Mym	myocyte maintenance	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
114841036	Gm51400	predicted gene, 51400	Mus musculus	house mouse	PROTEIN_CODING	1	114841035	NCBI Ortholog
114868	Psg25	pregnancy-specific beta-1-glycoprotein 25	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
114871	Psg28	pregnancy-specific beta-1-glycoprotein 28	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
114888	Rmcs5	response to metastatic cancers 5	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115253424	Gt(pU21)140Imeg	gene trap 140, Institute of Molecular Embryology and Genetics	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115482678	Gm27235	predicted gene 27235	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115482679	Gm28047	predicted gene, 28047	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115482680	Gm29609	predicted gene 29609	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115485680	Gm51415	predicted gene, 51415	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115486031	Gm51425	predicted gene, 51425	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115486412	Fam177b	family with sequence similarity 177 member B	Mus musculus	house mouse	PROTEIN_CODING	1	400823	NCBI Ortholog
115486427	Gm6401	predicted gene 6401	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115486433	Gm44150	predicted gene, 44150	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486435	Gm53203	predicted gene, 53203	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486479	Gm51460	predicted gene, 51460	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486480	Gm45417	predicted gene 45417	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486481	Krtap5-25	keratin associated protein 5-25	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486489	Gm51464	predicted gene, 51464	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486510	Gm45095	predicted gene 45095	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486519	LOC115486519	zinc finger protein 120-like	Mus musculus	house mouse	PROTEIN_CODING	7	NA	
115486524	Gm51483	predicted gene, 51483	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486880	Gm57522	predicted gene, 57522	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486882	Gm45750	predicted gene 45750	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486883	Gm8940	predicted gene 8940	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486932	Gm51573	predicted gene, 51573	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486940	Gm51579	predicted gene, 51579	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486944	Gm51581	predicted gene, 51581	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115486945	Gm51582	predicted gene, 51582	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115486950	Defa-ps8	defensin, alpha, pseudogene 8	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486951	Gm15313	predicted gene 15313	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486964	Gm51590	predicted gene, 51590	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486965	Gm51591	predicted gene, 51591	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486966	Gm51592	predicted gene, 51592	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486967	Gm51593	predicted gene, 51593	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486968	Gm51594	predicted gene, 51594	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486969	Gm51595	predicted gene, 51595	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486970	Gm51596	predicted gene, 51596	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486971	Gm51597	predicted gene, 51597	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486972	Gm51598	predicted gene, 51598	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115486974	Gm51600	predicted gene, 51600	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487111	Gm29667	predicted gene 29667	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487164	Vsig10l2	V-set and immunoglobulin domain containing 10 like 2	Mus musculus	house mouse	PROTEIN_CODING	2	338667	NCBI Ortholog
115487184	Tma7-ps	translational machinery associated 7 homolog (S. cerevisiae), pseudogene	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487193	Gm51691	predicted gene, 51691	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487351	Gm39743	predicted gene, 39743	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487375	Gm48826	predicted gene, 48826	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487405	Gm46234	predicted gene, 46234	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487413	Gm51776	predicted gene, 51776	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487414	Gm51777	predicted gene, 51777	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487433	Gm47679	predicted gene, 47679	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487435	Gm51791	predicted gene, 51791	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487436	Gm51792	predicted gene, 51792	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115487437	Gm51793	predicted gene, 51793	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487466	Gm48175	predicted gene, 48175	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487746	Gm51877	predicted gene, 51877	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487818	Gm10840	predicted gene 10840	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487957	Gm51963	predicted gene, 51963	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115487959	Gm51965	predicted gene, 51965	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115487996	Gm51519	predicted gene, 51519	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488002	Gm49760	predicted gene, 49760	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488008	Gm51999	predicted gene, 51999	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488017	Gm52006	predicted gene, 52006	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488019	Gm52008	predicted gene, 52008	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488020	Gm52009	predicted gene, 52009	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488029	Gm51522	predicted gene, 51522	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488119	Gm47655	predicted gene, 47655	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488129	Gm46426	predicted gene, 46426	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488130	Gm57595	predicted gene, 57595	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488133	Gm52030	predicted gene, 52030	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488140	Gm53057	predicted gene 53057	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488157	Gm52042	predicted gene, 52042	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488170	Rpl27a-ps4	ribosomal protein L27A, pseudogene 4	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488188	Gm47978	predicted gene, 47978	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488190	Gm48350	predicted gene, 48350	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488195	Gm20379	predicted gene, 20379	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488203	Gm53216	predicted gene, 53216	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488204	Smim32	small integral membrane protein 32	Mus musculus	house mouse	PROTEIN_CODING	1	389332	NCBI Ortholog
115488282	Gm3512	predicted gene 3512	Mus musculus	house mouse	PROTEIN_CODING	11	NA	
115488283	Gm8206	predicted gene 8206	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115488284	Gm3752	predicted gene 3752	Mus musculus	house mouse	PROTEIN_CODING	10	NA	
115488348	Gm16261	predicted gene 16261	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488350	Gm53217	predicted gene, 53217	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488359	Gm52140	predicted gene, 52140	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488379	Gm6526	predicted gene 6526	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115488470	LOC115488470	uncharacterized LOC115488470	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488534	Gm52215	predicted gene, 52215	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488536	Gm52217	predicted gene, 52217	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488611	Gm52229	predicted gene, 52229	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488619	Gm52233	predicted gene, 52233	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488624	Gm52236	predicted gene, 52236	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488633	Gm52241	predicted gene, 52241	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488637	Gm57629	predicted gene, 57629	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488640	Gm52246	predicted gene, 52246	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488658	Gm52255	predicted gene, 52255	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488661	Gm52257	predicted gene, 52257	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488662	Gm52258	predicted gene, 52258	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488664	Gm52259	predicted gene, 52259	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488665	Gm52260	predicted gene, 52260	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488671	Gm57631	predicted gene, 57631	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488674	Gm52266	predicted gene, 52266	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488764	Gm49894	predicted gene, 49894	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488765	Gm57642	predicted gene, 57642	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488789	Gm53222	predicted gene, 53222	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488807	Gm52310	predicted gene, 52310	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488928	Gm52351	predicted gene, 52351	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115488940	Gm52363	predicted gene, 52363	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115488943	Marcol	MARCO like	Mus musculus	house mouse	PROTEIN_CODING	1	105378220	NCBI Ortholog
115489041	9430078G10Rik	RIKEN cDNA 9430078G10 gene	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489044	Gm57661	predicted gene, 57661	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489096	Gm52416	predicted gene, 52416	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489097	Gm52417	predicted gene, 52417	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489100	Gm52420	predicted gene, 52420	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489115	Gm51612	predicted gene, 51612	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489121	Gm52432	predicted gene, 52432	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489122	Gm52433	predicted gene, 52433	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489125	Gm52435	predicted gene, 52435	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489126	Gm52436	predicted gene, 52436	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489127	Gm52437	predicted gene, 52437	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489129	Gm52439	predicted gene, 52439	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489132	Gm52441	predicted gene, 52441	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489139	Gm52446	predicted gene, 52446	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489141	Gm52448	predicted gene, 52448	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489144	Gm52451	predicted gene, 52451	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489150	Gm14681	predicted gene 14681	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489155	Gm14870	predicted gene 14870	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489283	Gm21918	predicted gene, 21918	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489284	Gm21908	predicted gene, 21908	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489285	Gm21724	predicted gene, 21724	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489286	Gm21751	predicted gene, 21751	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489287	Gm21843	predicted gene, 21843	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489288	Gm28459	predicted gene 28459	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489290	Gm21828	predicted gene, 21828	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489291	Gm21753	predicted gene, 21753	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489292	Gm28093	predicted gene 28093	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489293	Gm21783	predicted gene, 21783	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489294	Gm29317	predicted gene 29317	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489295	Gm21810	predicted gene, 21810	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489296	Gm21745	predicted gene, 21745	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489297	Gm21805	predicted gene, 21805	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489301	Gm21838	predicted gene, 21838	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489302	Gm31186	predicted gene, 31186	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489303	Gm21763	predicted gene, 21763	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489304	Gm52481	predicted gene, 52481	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489397	Gm53232	predicted gene, 53232	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489417	Gm53234	predicted gene, 53234	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115489419	Gm53236	predicted gene, 53236	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115489427	Gm14229	predicted gene 14229	Mus musculus	house mouse	PROTEIN_CODING	1	344065	NCBI Ortholog
115489434	Gm13194	predicted gene 13194	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489454	Gm52512	predicted gene, 52512	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489469	Gm52523	predicted gene, 52523	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489487	Gm14200	predicted gene 14200	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489494	Gm52537	predicted gene, 52537	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489545	LOC115489545	zinc finger protein 120-like	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489547	Zfp1010	zinc finger protein 1010	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489690	Gm52606	predicted gene, 52606	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489698	Gm52612	predicted gene, 52612	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489720	Gm37116	predicted gene, 37116	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115489745	Gm43405	predicted gene 43405	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489748	Gm53243	predicted gene, 53243	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489888	Gm52666	predicted gene, 52666	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
115489898	Gm52675	predicted gene, 52675	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489931	Gm53245	predicted gene, 53245	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489946	Gm30191	predicted gene, 30191	Mus musculus	house mouse	PROTEIN_CODING	4	110806296	NCBI Ortholog
115489950	Zfp988	zinc finger protein 988	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489970	Gm12790	predicted gene 12790	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115489972	Gm52720	predicted gene, 52720	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490127	Gm10461	predicted gene 10461	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490129	Gm52782	predicted gene, 52782	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115490131	Tmem217rt	transmembrane 217, retrotransposed	Mus musculus	house mouse	PROTEIN_CODING	1	112441426	NCBI Ortholog
115490135	Gm52787	predicted gene, 52787	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115490152	Gm52796	predicted gene, 52796	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115490159	Gm52799	predicted gene, 52799	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115490161	Gm52800	predicted gene, 52800	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490169	Gm52806	predicted gene, 52806	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
115490184	Gm42427	predicted gene 42427	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490191	Gm52817	predicted gene, 52817	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490200	Gm57735	predicted gene, 57735	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490334	Gm44064	predicted gene, 44064	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
115490335	Gm44180	predicted gene, 44180	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490339	Gm44988	predicted gene 44988	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115490369	Gm52875	predicted gene, 52875	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
115490387	Gm10209	predicted gene 10209	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
115801457	Gm45011	predicted gene 45011	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
11615	Ahcyl	adenosylhomocysteinase like	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
116621581	Derpc	DERPC proline and glycine rich nuclear protein	Mus musculus	house mouse	PROTEIN_CODING	4	113455421	NCBI Ortholog
116850	A430106F20Rik	RIKEN cDNA A430106F20 gene	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
116924	D13Jde11	DNA segment, Chr 13, Jan Deussing 11	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
117066	Cts3	cathepsin 3	Mus musculus	house mouse	PROTEIN_CODING	4	NA	
11730	Ang3	angiogenin, ribonuclease A family, member 3	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
117903916	Naa12	N(alpha)-acetyltransferase 12, NatA catalytic subunit	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
117934532	Gm48552	predicted gene, 48552	Mus musculus	house mouse	PROTEIN_CODING	1	122405565	NCBI Ortholog
118027458	Gm47189	predicted gene, 47189	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118261720	Gm49368	predicted gene, 49368	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
118451630	Gm28035	predicted gene, 28035	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
118451631	Gm52993	predicted gene, 52993	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
118567331	Gm53253	predicted gene, 53253	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118567336	Gm53256	predicted gene, 53256	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118567343	Gm53261	predicted gene, 53261	Mus musculus	house mouse	PROTEIN_CODING	4	NA	
118567354	Gm27179	predicted gene 27179	Mus musculus	house mouse	PROTEIN_CODING	5	NA	
118567355	Gm53268	predicted gene, 53268	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118567358	Gm29267	predicted gene 29267	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118567363	Gm21103	predicted gene, 21103	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118567367	Gm53275	predicted gene, 53275	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
118567373	LOC118567373	uncharacterized LOC118567373	Mus musculus	house mouse	PROTEIN_CODING	11	NA	
