NCBI.GeneID	Symbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
79413	ZBED2	zinc finger BED-type containing 2	Homo sapiens	human	PROTEIN_CODING	1	79413	NCBI Ortholog
79414	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	Homo sapiens	human	PROTEIN_CODING	1	79414	NCBI Ortholog
79415	CYBC1	cytochrome b-245 chaperone 1	Homo sapiens	human	PROTEIN_CODING	18	79415	NCBI Ortholog
79441	HAUS3	HAUS augmin like complex subunit 3	Homo sapiens	human	PROTEIN_CODING	2	79441	NCBI Ortholog
79442	LRRC2	leucine rich repeat containing 2	Homo sapiens	human	PROTEIN_CODING	1	79442	NCBI Ortholog
79446	WDR25	WD repeat domain 25	Homo sapiens	human	PROTEIN_CODING	7	79446	NCBI Ortholog
79447	PAGR1	PAXIP1 associated glutamate rich protein 1	Homo sapiens	human	PROTEIN_CODING	1	79447	NCBI Ortholog
79541	OR2A4	olfactory receptor family 2 subfamily A member 4	Homo sapiens	human	PROTEIN_CODING	1	NA	
79567	RIPOR1	RHO family interacting cell polarization regulator 1	Homo sapiens	human	PROTEIN_CODING	38	79567	NCBI Ortholog
79568	MAIP1	matrix AAA peptidase interacting protein 1	Homo sapiens	human	PROTEIN_CODING	4	79568	NCBI Ortholog
79570	NKAIN1	sodium/potassium transporting ATPase interacting 1	Homo sapiens	human	PROTEIN_CODING	1	79570	NCBI Ortholog
79572	ATP13A3	ATPase 13A3	Homo sapiens	human	PROTEIN_CODING	37	79572	NCBI Ortholog
79573	TTC13	tetratricopeptide repeat domain 13	Homo sapiens	human	PROTEIN_CODING	30	79573	NCBI Ortholog
79574	EPS8L3	EPS8 signaling adaptor L3	Homo sapiens	human	PROTEIN_CODING	32	79574	NCBI Ortholog
79575	ABHD8	abhydrolase domain containing 8	Homo sapiens	human	PROTEIN_CODING	1	79575	NCBI Ortholog
79585	CORO7	coronin 7	Homo sapiens	human	PROTEIN_CODING	4	79585	NCBI Ortholog
79587	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial	Homo sapiens	human	PROTEIN_CODING	25	79587	NCBI Ortholog
79591	ARMH3	armadillo like helical domain containing 3	Homo sapiens	human	PROTEIN_CODING	38	79591	NCBI Ortholog
79603	CERS4	ceramide synthase 4	Homo sapiens	human	PROTEIN_CODING	22	79603	NCBI Ortholog
79605	PGBD5	piggyBac transposable element derived 5	Homo sapiens	human	PROTEIN_CODING	1	79605	NCBI Ortholog
79607	FAM118B	family with sequence similarity 118 member B	Homo sapiens	human	PROTEIN_CODING	10	79607	NCBI Ortholog
79609	VCPKMT	valosin containing protein lysine methyltransferase	Homo sapiens	human	PROTEIN_CODING	14	79609	NCBI Ortholog
79611	ACSS3	acyl-CoA synthetase short chain family member 3	Homo sapiens	human	PROTEIN_CODING	10	79611	NCBI Ortholog
79612	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	Homo sapiens	human	PROTEIN_CODING	17	79612	NCBI Ortholog
79613	TANGO6	transport and golgi organization 6 homolog	Homo sapiens	human	PROTEIN_CODING	9	79613	NCBI Ortholog
79622	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	Homo sapiens	human	PROTEIN_CODING	1	79622	NCBI Ortholog
79624	ARMT1	acidic residue methyltransferase 1	Homo sapiens	human	PROTEIN_CODING	2	79624	NCBI Ortholog
79625	NDNF	neuron derived neurotrophic factor	Homo sapiens	human	PROTEIN_CODING	5	79625	NCBI Ortholog
79629	OCEL1	occludin/ELL domain containing 1	Homo sapiens	human	PROTEIN_CODING	9	79629	NCBI Ortholog
79630	C1orf54	chromosome 1 open reading frame 54	Homo sapiens	human	PROTEIN_CODING	11	79630	NCBI Ortholog
79632	FAM184A	family with sequence similarity 184 member A	Homo sapiens	human	PROTEIN_CODING	3	79632	NCBI Ortholog
79634	SCRN3	secernin 3	Homo sapiens	human	PROTEIN_CODING	12	79634	NCBI Ortholog
79637	ARMC7	armadillo repeat containing 7	Homo sapiens	human	PROTEIN_CODING	4	79637	NCBI Ortholog
79639	TMEM53	transmembrane protein 53	Homo sapiens	human	PROTEIN_CODING	4	79639	NCBI Ortholog
79641	ROGDI	rogdi atypical leucine zipper	Homo sapiens	human	PROTEIN_CODING	6	79641	NCBI Ortholog
79642	ARSJ	arylsulfatase family member J	Homo sapiens	human	PROTEIN_CODING	10	79642	NCBI Ortholog
79645	CLXN	calaxin	Homo sapiens	human	PROTEIN_CODING	19	79645	NCBI Ortholog
79646	PANK3	pantothenate kinase 3	Homo sapiens	human	PROTEIN_CODING	1	79646	NCBI Ortholog
79647	AKIRIN1	akirin 1	Homo sapiens	human	PROTEIN_CODING	2	79647	NCBI Ortholog
79652	TMEM204	transmembrane protein 204	Homo sapiens	human	PROTEIN_CODING	2	79652	NCBI Ortholog
79656	BEND5	BEN domain containing 5	Homo sapiens	human	PROTEIN_CODING	16	79656	NCBI Ortholog
79663	HSPBAP1	HSPB1 associated protein 1	Homo sapiens	human	PROTEIN_CODING	12	79663	NCBI Ortholog
79664	ICE2	interactor of little elongation complex ELL subunit 2	Homo sapiens	human	PROTEIN_CODING	23	79664	NCBI Ortholog
79665	DHX40	DEAH-box helicase 40	Homo sapiens	human	PROTEIN_CODING	10	79665	NCBI Ortholog
79668	PARP8	poly(ADP-ribose) polymerase family member 8	Homo sapiens	human	PROTEIN_CODING	23	79668	NCBI Ortholog
79669	C3orf52	chromosome 3 open reading frame 52	Homo sapiens	human	PROTEIN_CODING	6	79669	NCBI Ortholog
79673	ZNF329	zinc finger protein 329	Homo sapiens	human	PROTEIN_CODING	23	79673	NCBI Ortholog
79674	VEPH1	ventricular zone expressed PH domain containing 1	Homo sapiens	human	PROTEIN_CODING	42	79674	NCBI Ortholog
79675	FASTKD1	FAST kinase domains 1	Homo sapiens	human	PROTEIN_CODING	20	79675	NCBI Ortholog
79680	RTL10	retrotransposon Gag like 10	Homo sapiens	human	PROTEIN_CODING	1	79680	NCBI Ortholog
79683	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14	Homo sapiens	human	PROTEIN_CODING	12	79683	NCBI Ortholog
79685	SAP30L	SAP30 like	Homo sapiens	human	PROTEIN_CODING	6	79685	NCBI Ortholog
79690	GAL3ST4	galactose-3-O-sulfotransferase 4	Homo sapiens	human	PROTEIN_CODING	1	79690	NCBI Ortholog
79691	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	Homo sapiens	human	PROTEIN_CODING	12	79691	NCBI Ortholog
79692	ZNF322	zinc finger protein 322	Homo sapiens	human	PROTEIN_CODING	6	79692	NCBI Ortholog
79693	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	Homo sapiens	human	PROTEIN_CODING	1	79693	NCBI Ortholog
79696	ZC2HC1C	zinc finger C2HC-type containing 1C	Homo sapiens	human	PROTEIN_CODING	10	79696	NCBI Ortholog
79698	ZMAT4	zinc finger matrin-type 4	Homo sapiens	human	PROTEIN_CODING	12	79698	NCBI Ortholog
79699	ZYG11B	zyg-11 family member B, cell cycle regulator	Homo sapiens	human	PROTEIN_CODING	5	79699	NCBI Ortholog
79703	TOP6BL	TOP6B like initiator of meiotic double strand breaks	Homo sapiens	human	PROTEIN_CODING	2	79703	NCBI Ortholog
79706	PRKRIP1	PRKR interacting protein 1	Homo sapiens	human	PROTEIN_CODING	1	79706	NCBI Ortholog
79712	GTDC1	glycosyltransferase like domain containing 1	Homo sapiens	human	PROTEIN_CODING	89	79712	NCBI Ortholog
79713	IGFLR1	IGF like family receptor 1	Homo sapiens	human	PROTEIN_CODING	10	79713	NCBI Ortholog
79714	CCDC51	coiled-coil domain containing 51	Homo sapiens	human	PROTEIN_CODING	10	79714	NCBI Ortholog
79716	NPEPL1	aminopeptidase like 1	Homo sapiens	human	PROTEIN_CODING	3	79716	NCBI Ortholog
79717	PPCS	phosphopantothenoylcysteine synthetase	Homo sapiens	human	PROTEIN_CODING	8	79717	NCBI Ortholog
79722	ANKRD55	ankyrin repeat domain 55	Homo sapiens	human	PROTEIN_CODING	3	79722	NCBI Ortholog
79724	ZNF768	zinc finger protein 768	Homo sapiens	human	PROTEIN_CODING	5	79724	NCBI Ortholog
79725	THAP9	THAP domain containing 9	Homo sapiens	human	PROTEIN_CODING	11	79725	NCBI Ortholog
79726	WDR59	WD repeat domain 59	Homo sapiens	human	PROTEIN_CODING	25	79726	NCBI Ortholog
79730	NSUN7	NOP2/Sun RNA methyltransferase family member 7	Homo sapiens	human	PROTEIN_CODING	20	79730	NCBI Ortholog
79734	KCTD17	potassium channel tetramerization domain containing 17	Homo sapiens	human	PROTEIN_CODING	24	79734	NCBI Ortholog
79735	TBC1D17	TBC1 domain family member 17	Homo sapiens	human	PROTEIN_CODING	6	79735	NCBI Ortholog
79739	TTLL7	tubulin tyrosine ligase like 7	Homo sapiens	human	PROTEIN_CODING	13	79739	NCBI Ortholog
79741	CCDC7	coiled-coil domain containing 7	Homo sapiens	human	PROTEIN_CODING	50	79741	NCBI Ortholog
79742	DIPK2B	divergent protein kinase domain 2B	Homo sapiens	human	PROTEIN_CODING	6	79742	NCBI Ortholog
79744	ZNF419	zinc finger protein 419	Homo sapiens	human	PROTEIN_CODING	16	79744	NCBI Ortholog
79745	CLIP4	CAP-Gly domain containing linker protein family member 4	Homo sapiens	human	PROTEIN_CODING	27	79745	NCBI Ortholog
79746	ECHDC3	enoyl-CoA hydratase domain containing 3	Homo sapiens	human	PROTEIN_CODING	5	79746	NCBI Ortholog
79747	ADGB	androglobin	Homo sapiens	human	PROTEIN_CODING	1	79747	NCBI Ortholog
79748	LMAN1L	lectin, mannose binding 1 like	Homo sapiens	human	PROTEIN_CODING	1	79748	NCBI Ortholog
79750	ZNF385D	zinc finger protein 385D	Homo sapiens	human	PROTEIN_CODING	20	79750	NCBI Ortholog
79752	ZFAND1	zinc finger AN1-type containing 1	Homo sapiens	human	PROTEIN_CODING	7	79752	NCBI Ortholog
79754	ASB13	ankyrin repeat and SOCS box containing 13	Homo sapiens	human	PROTEIN_CODING	3	79754	NCBI Ortholog
79758	DHRS12	dehydrogenase/reductase 12	Homo sapiens	human	PROTEIN_CODING	72	79758	NCBI Ortholog
79759	ZNF668	zinc finger protein 668	Homo sapiens	human	PROTEIN_CODING	4	79759	NCBI Ortholog
79760	GEMIN7	gem nuclear organelle associated protein 7	Homo sapiens	human	PROTEIN_CODING	7	79760	NCBI Ortholog
79762	C1orf115	chromosome 1 open reading frame 115	Homo sapiens	human	PROTEIN_CODING	1	79762	NCBI Ortholog
79763	ISOC2	isochorismatase domain containing 2	Homo sapiens	human	PROTEIN_CODING	4	79763	NCBI Ortholog
79768	KATNBL1	katanin regulatory subunit B1 like 1	Homo sapiens	human	PROTEIN_CODING	21	79768	NCBI Ortholog
79770	TXNDC15	thioredoxin domain containing 15	Homo sapiens	human	PROTEIN_CODING	2	79770	NCBI Ortholog
79772	MCTP1	multiple C2 and transmembrane domain containing 1	Homo sapiens	human	PROTEIN_CODING	92	79772	NCBI Ortholog
79774	GRTP1	growth hormone regulated TBC protein 1	Homo sapiens	human	PROTEIN_CODING	4	79774	NCBI Ortholog
79776	ZFHX4	zinc finger homeobox 4	Homo sapiens	human	PROTEIN_CODING	2	79776	NCBI Ortholog
79777	ACBD4	acyl-CoA binding domain containing 4	Homo sapiens	human	PROTEIN_CODING	69	79777	NCBI Ortholog
79778	MICALL2	MICAL like 2	Homo sapiens	human	PROTEIN_CODING	8	79778	NCBI Ortholog
79780	CCDC82	coiled-coil domain containing 82	Homo sapiens	human	PROTEIN_CODING	30	79780	NCBI Ortholog
79781	IQCA1	IQ motif containing with AAA domain 1	Homo sapiens	human	PROTEIN_CODING	15	79781	NCBI Ortholog
79782	LRRC31	leucine rich repeat containing 31	Homo sapiens	human	PROTEIN_CODING	11	79782	NCBI Ortholog
79783	SUGCT	succinyl-CoA:glutarate-CoA transferase	Homo sapiens	human	PROTEIN_CODING	33	79783	NCBI Ortholog
79785	RERGL	RERG like	Homo sapiens	human	PROTEIN_CODING	3	79785	NCBI Ortholog
79786	KLHL36	kelch like family member 36	Homo sapiens	human	PROTEIN_CODING	10	79786	NCBI Ortholog
79789	CLMN	calmin	Homo sapiens	human	PROTEIN_CODING	10	79789	NCBI Ortholog
79794	SPRING1	SREBF pathway regulator in golgi 1	Homo sapiens	human	PROTEIN_CODING	6	79794	NCBI Ortholog
79799	UGT2A3	UDP glucuronosyltransferase family 2 member A3	Homo sapiens	human	PROTEIN_CODING	8	79799	NCBI Ortholog
79800	CARF	calcium responsive transcription factor	Homo sapiens	human	PROTEIN_CODING	43	79800	NCBI Ortholog
79802	HHIPL2	HHIP like 2	Homo sapiens	human	PROTEIN_CODING	9	79802	NCBI Ortholog
79807	GSTCD	glutathione S-transferase C-terminal domain containing	Homo sapiens	human	PROTEIN_CODING	13	79807	NCBI Ortholog
79810	PTCD2	pentatricopeptide repeat domain 2	Homo sapiens	human	PROTEIN_CODING	18	79810	NCBI Ortholog
79811	SLTM	SAFB like transcription modulator	Homo sapiens	human	PROTEIN_CODING	46	79811	NCBI Ortholog
79815	NIPAL2	NIPA like domain containing 2	Homo sapiens	human	PROTEIN_CODING	12	79815	NCBI Ortholog
79816	TLE6	TLE family member 6, subcortical maternal complex member	Homo sapiens	human	PROTEIN_CODING	15	79816	NCBI Ortholog
79817	MOB3B	MOB kinase activator 3B	Homo sapiens	human	PROTEIN_CODING	10	79817	NCBI Ortholog
79818	ZNF552	zinc finger protein 552	Homo sapiens	human	PROTEIN_CODING	3	79818	NCBI Ortholog
79819	DNAI4	dynein axonemal intermediate chain 4	Homo sapiens	human	PROTEIN_CODING	24	79819	NCBI Ortholog
79820	CATSPERB	cation channel sperm associated auxiliary subunit beta	Homo sapiens	human	PROTEIN_CODING	1	79820	NCBI Ortholog
79822	ARHGAP28	Rho GTPase activating protein 28	Homo sapiens	human	PROTEIN_CODING	24	79822	NCBI Ortholog
79823	CAMKMT	calmodulin-lysine N-methyltransferase	Homo sapiens	human	PROTEIN_CODING	21	79823	NCBI Ortholog
79828	METTL8	methyltransferase 8, tRNA N3-cytidine	Homo sapiens	human	PROTEIN_CODING	11	79828	NCBI Ortholog
79829	NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit	Homo sapiens	human	PROTEIN_CODING	8	79829	NCBI Ortholog
79830	ZMYM1	zinc finger MYM-type containing 1	Homo sapiens	human	PROTEIN_CODING	35	79830	NCBI Ortholog
79832	QSER1	glutamine and serine rich 1	Homo sapiens	human	PROTEIN_CODING	13	79832	NCBI Ortholog
79833	GEMIN6	gem nuclear organelle associated protein 6	Homo sapiens	human	PROTEIN_CODING	1	79833	NCBI Ortholog
79836	LONRF3	LON peptidase N-terminal domain and ring finger 3	Homo sapiens	human	PROTEIN_CODING	16	79836	NCBI Ortholog
79838	TMC5	transmembrane channel like 5	Homo sapiens	human	PROTEIN_CODING	5	79838	NCBI Ortholog
79839	CCDC102B	coiled-coil domain containing 102B	Homo sapiens	human	PROTEIN_CODING	19	79839	NCBI Ortholog
79841	AGBL2	AGBL carboxypeptidase 2	Homo sapiens	human	PROTEIN_CODING	1	79841	NCBI Ortholog
79842	ZBTB3	zinc finger and BTB domain containing 3	Homo sapiens	human	PROTEIN_CODING	3	79842	NCBI Ortholog
79843	FAM124B	family with sequence similarity 124 member B	Homo sapiens	human	PROTEIN_CODING	4	79843	NCBI Ortholog
79844	ZDHHC11	zinc finger DHHC-type containing 11	Homo sapiens	human	PROTEIN_CODING	64	79844	NCBI Ortholog
79845	RNF122	ring finger protein 122	Homo sapiens	human	PROTEIN_CODING	3	79845	NCBI Ortholog
79846	CFAP69	cilia and flagella associated protein 69	Homo sapiens	human	PROTEIN_CODING	57	79846	NCBI Ortholog
79847	MFSD13A	major facilitator superfamily domain containing 13A	Homo sapiens	human	PROTEIN_CODING	45	79847	NCBI Ortholog
79849	NHERF4	NHERF family PDZ scaffold protein 4	Homo sapiens	human	PROTEIN_CODING	18	79849	NCBI Ortholog
79850	TLCD3A	TLC domain containing 3A	Homo sapiens	human	PROTEIN_CODING	5	79850	NCBI Ortholog
79852	EPHX3	epoxide hydrolase 3	Homo sapiens	human	PROTEIN_CODING	6	79852	NCBI Ortholog
79853	TM4SF20	transmembrane 4 L six family member 20	Homo sapiens	human	PROTEIN_CODING	4	79853	NCBI Ortholog
79856	SNX22	sorting nexin 22	Homo sapiens	human	PROTEIN_CODING	6	79856	NCBI Ortholog
79861	TUBAL3	tubulin alpha like 3	Homo sapiens	human	PROTEIN_CODING	2	79861	NCBI Ortholog
79863	RBFA	ribosome binding factor A	Homo sapiens	human	PROTEIN_CODING	2	79863	NCBI Ortholog
79864	JHY	junctional cadherin complex regulator	Homo sapiens	human	PROTEIN_CODING	5	79864	NCBI Ortholog
79873	NUDT18	nudix hydrolase 18	Homo sapiens	human	PROTEIN_CODING	2	79873	NCBI Ortholog
79874	RABEP2	rabaptin, RAB GTPase binding effector protein 2	Homo sapiens	human	PROTEIN_CODING	1	79874	NCBI Ortholog
79875	THSD4	thrombospondin type 1 domain containing 4	Homo sapiens	human	PROTEIN_CODING	17	79875	NCBI Ortholog
79877	DCAKD	dephospho-CoA kinase domain containing	Homo sapiens	human	PROTEIN_CODING	14	79877	NCBI Ortholog
79879	CCDC134	coiled-coil domain containing 134	Homo sapiens	human	PROTEIN_CODING	3	79879	NCBI Ortholog
7988	ZNF212	zinc finger protein 212	Homo sapiens	human	PROTEIN_CODING	1	7988	NCBI Ortholog
79886	CAAP1	caspase activity and apoptosis inhibitor 1	Homo sapiens	human	PROTEIN_CODING	4	79886	NCBI Ortholog
79887	PLBD1	phospholipase B domain containing 1	Homo sapiens	human	PROTEIN_CODING	1	79887	NCBI Ortholog
79891	ZNF671	zinc finger protein 671	Homo sapiens	human	PROTEIN_CODING	5	79891	NCBI Ortholog
79895	ATP8B4	ATPase phospholipid transporting 8B4 (putative)	Homo sapiens	human	PROTEIN_CODING	90	79895	NCBI Ortholog
79896	THNSL1	threonine synthase like 1	Homo sapiens	human	PROTEIN_CODING	7	79896	NCBI Ortholog
79897	RPP21	ribonuclease P/MRP subunit p21	Homo sapiens	human	PROTEIN_CODING	3	79897	NCBI Ortholog
79899	PRR5L	proline rich 5 like	Homo sapiens	human	PROTEIN_CODING	4	79899	NCBI Ortholog
79903	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit	Homo sapiens	human	PROTEIN_CODING	9	79903	NCBI Ortholog
79905	TMC7	transmembrane channel like 7	Homo sapiens	human	PROTEIN_CODING	11	79905	NCBI Ortholog
79908	BTNL8	butyrophilin like 8	Homo sapiens	human	PROTEIN_CODING	18	79908	NCBI Ortholog
79913	ACTR5	actin related protein 5	Homo sapiens	human	PROTEIN_CODING	1	79913	NCBI Ortholog
79921	TCEAL4	transcription elongation factor A like 4	Homo sapiens	human	PROTEIN_CODING	9	79921	NCBI Ortholog
79922	MRM1	mitochondrial rRNA methyltransferase 1	Homo sapiens	human	PROTEIN_CODING	16	79922	NCBI Ortholog
79929	MAP6D1	MAP6 domain containing 1	Homo sapiens	human	PROTEIN_CODING	1	79929	NCBI Ortholog
7993	UBXN8	UBX domain protein 8	Homo sapiens	human	PROTEIN_CODING	9	7993	NCBI Ortholog
79932	KIAA0319L	KIAA0319 like	Homo sapiens	human	PROTEIN_CODING	35	79932	NCBI Ortholog
79933	SYNPO2L	synaptopodin 2 like	Homo sapiens	human	PROTEIN_CODING	2	79933	NCBI Ortholog
79935	CCNP	cyclin P	Homo sapiens	human	PROTEIN_CODING	8	79935	NCBI Ortholog
79937	CNTNAP3	contactin associated protein family member 3	Homo sapiens	human	PROTEIN_CODING	2	79937	NCBI Ortholog
79939	SLC35E1	solute carrier family 35 member E1	Homo sapiens	human	PROTEIN_CODING	1	79939	NCBI Ortholog
79948	PLPPR3	phospholipid phosphatase related 3	Homo sapiens	human	PROTEIN_CODING	4	79948	NCBI Ortholog
79953	SYNDIG1	synapse differentiation inducing 1	Homo sapiens	human	PROTEIN_CODING	43	79953	NCBI Ortholog
79956	ERMP1	endoplasmic reticulum metallopeptidase 1	Homo sapiens	human	PROTEIN_CODING	14	79956	NCBI Ortholog
79957	PAQR6	progestin and adipoQ receptor family member 6	Homo sapiens	human	PROTEIN_CODING	13	79957	NCBI Ortholog
79958	DENND1C	DENN domain containing 1C	Homo sapiens	human	PROTEIN_CODING	15	79958	NCBI Ortholog
79961	DENND2D	DENN domain containing 2D	Homo sapiens	human	PROTEIN_CODING	22	79961	NCBI Ortholog
79968	WDR76	WD repeat domain 76	Homo sapiens	human	PROTEIN_CODING	2	79968	NCBI Ortholog
79974	CPED1	cadherin like and PC-esterase domain containing 1	Homo sapiens	human	PROTEIN_CODING	8	79974	NCBI Ortholog
79979	TRMT2B	tRNA methyltransferase 2 homolog B	Homo sapiens	human	PROTEIN_CODING	22	79979	NCBI Ortholog
79982	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	Homo sapiens	human	PROTEIN_CODING	11	79982	NCBI Ortholog
79989	IFT56	intraflagellar transport 56	Homo sapiens	human	PROTEIN_CODING	9	79989	NCBI Ortholog
79993	ELOVL7	ELOVL fatty acid elongase 7	Homo sapiens	human	PROTEIN_CODING	14	79993	NCBI Ortholog
79998	ANKRD53	ankyrin repeat domain 53	Homo sapiens	human	PROTEIN_CODING	9	79998	NCBI Ortholog
80000	GREB1L	GREB1 like retinoic acid receptor coactivator	Homo sapiens	human	PROTEIN_CODING	53	80000	NCBI Ortholog
80003	PCNX2	pecanex 2	Homo sapiens	human	PROTEIN_CODING	16	80003	NCBI Ortholog
80006	TRAPPC13	trafficking protein particle complex subunit 13	Homo sapiens	human	PROTEIN_CODING	6	80006	NCBI Ortholog
80007	C10orf88	chromosome 10 open reading frame 88	Homo sapiens	human	PROTEIN_CODING	1	80007	NCBI Ortholog
80011	PSME3IP1	proteasome activator subunit 3 interacting protein 1	Homo sapiens	human	PROTEIN_CODING	64	80011	NCBI Ortholog
80013	MINDY3	MINDY lysine 48 deubiquitinase 3	Homo sapiens	human	PROTEIN_CODING	24	80013	NCBI Ortholog
80014	WWC2	WW and C2 domain containing 2	Homo sapiens	human	PROTEIN_CODING	8	80014	NCBI Ortholog
80017	DGLUCY	D-glutamate cyclase	Homo sapiens	human	PROTEIN_CODING	12	80017	NCBI Ortholog
80019	UBTD1	ubiquitin domain containing 1	Homo sapiens	human	PROTEIN_CODING	1	80019	NCBI Ortholog
80020	FOXRED2	FAD dependent oxidoreductase domain containing 2	Homo sapiens	human	PROTEIN_CODING	6	80020	NCBI Ortholog
80021	TMEM62	transmembrane protein 62	Homo sapiens	human	PROTEIN_CODING	47	80021	NCBI Ortholog
80022	MYO15B	myosin XVB	Homo sapiens	human	PROTEIN_CODING	65	80022	NCBI Ortholog
80023	NRSN2	neurensin 2	Homo sapiens	human	PROTEIN_CODING	9	80023	NCBI Ortholog
80028	FBXL18	F-box and leucine rich repeat protein 18	Homo sapiens	human	PROTEIN_CODING	6	80028	NCBI Ortholog
80034	CSRNP3	cysteine and serine rich nuclear protein 3	Homo sapiens	human	PROTEIN_CODING	9	80034	NCBI Ortholog
80055	PGAP1	post-GPI attachment to proteins inositol deacylase 1	Homo sapiens	human	PROTEIN_CODING	13	80055	NCBI Ortholog
80059	LRRTM4	leucine rich repeat transmembrane neuronal 4	Homo sapiens	human	PROTEIN_CODING	6	80059	NCBI Ortholog
80063	ATF7IP2	activating transcription factor 7 interacting protein 2	Homo sapiens	human	PROTEIN_CODING	25	80063	NCBI Ortholog
80070	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Homo sapiens	human	PROTEIN_CODING	5	80070	NCBI Ortholog
80071	CCDC15	coiled-coil domain containing 15	Homo sapiens	human	PROTEIN_CODING	23	80071	NCBI Ortholog
80086	TUBA4B	tubulin alpha 4b	Homo sapiens	human	PROTEIN_CODING	1	80086	NCBI Ortholog
80095	ZNF606	zinc finger protein 606	Homo sapiens	human	PROTEIN_CODING	5	80095	NCBI Ortholog
80097	MZT2B	mitotic spindle organizing protein 2B	Homo sapiens	human	PROTEIN_CODING	11	80097	NCBI Ortholog
80115	BAIAP2L2	BAR/IMD domain containing adaptor protein 2 like 2	Homo sapiens	human	PROTEIN_CODING	21	80115	NCBI Ortholog
80117	ARL14	ARF like GTPase 14	Homo sapiens	human	PROTEIN_CODING	1	80117	NCBI Ortholog
80122	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Homo sapiens	human	PROTEIN_CODING	23	80122	NCBI Ortholog
80125	CCDC33	coiled-coil domain containing 33	Homo sapiens	human	PROTEIN_CODING	49	80125	NCBI Ortholog
80128	TRIM46	tripartite motif containing 46	Homo sapiens	human	PROTEIN_CODING	13	80128	NCBI Ortholog
80131	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	Homo sapiens	human	PROTEIN_CODING	7	80131	NCBI Ortholog
80135	RPF1	ribosome production factor 1 homolog	Homo sapiens	human	PROTEIN_CODING	1	80135	NCBI Ortholog
80143	SIKE1	suppressor of IKBKE 1	Homo sapiens	human	PROTEIN_CODING	4	80143	NCBI Ortholog
80145	THOC7	THO complex subunit 7	Homo sapiens	human	PROTEIN_CODING	5	80145	NCBI Ortholog
80146	UXS1	UDP-glucuronate decarboxylase 1	Homo sapiens	human	PROTEIN_CODING	21	80146	NCBI Ortholog
80157	CWH43	cell wall biogenesis 43 C-terminal homolog	Homo sapiens	human	PROTEIN_CODING	12	80157	NCBI Ortholog
80162	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	Homo sapiens	human	PROTEIN_CODING	18	80162	NCBI Ortholog
80174	DBF4B	DBF4B-CDC7 kinase regulatory subunit	Homo sapiens	human	PROTEIN_CODING	43	80174	NCBI Ortholog
80178	TEDC2	tubulin epsilon and delta complex 2	Homo sapiens	human	PROTEIN_CODING	3	80178	NCBI Ortholog
80185	TTI2	TELO2 interacting protein 2	Homo sapiens	human	PROTEIN_CODING	6	80185	NCBI Ortholog
80194	TMEM134	transmembrane protein 134	Homo sapiens	human	PROTEIN_CODING	16	80194	NCBI Ortholog
80195	TMEM254	transmembrane protein 254	Homo sapiens	human	PROTEIN_CODING	24	80195	NCBI Ortholog
80199	FUZ	fuzzy planar cell polarity protein	Homo sapiens	human	PROTEIN_CODING	29	80199	NCBI Ortholog
80205	CHD9	chromodomain helicase DNA binding protein 9	Homo sapiens	human	PROTEIN_CODING	89	80205	NCBI Ortholog
80209	PROSER1	proline and serine rich 1	Homo sapiens	human	PROTEIN_CODING	6	80209	NCBI Ortholog
80210	ARMC9	armadillo repeat containing 9	Homo sapiens	human	PROTEIN_CODING	10	80210	NCBI Ortholog
80212	CCDC92	coiled-coil domain containing 92	Homo sapiens	human	PROTEIN_CODING	22	80212	NCBI Ortholog
80213	TM2D3	TM2 domain containing 3	Homo sapiens	human	PROTEIN_CODING	8	80213	NCBI Ortholog
80217	CFAP43	cilia and flagella associated protein 43	Homo sapiens	human	PROTEIN_CODING	1	80217	NCBI Ortholog
80219	COQ10B	coenzyme Q10B	Homo sapiens	human	PROTEIN_CODING	4	80219	NCBI Ortholog
80221	ACSF2	acyl-CoA synthetase family member 2	Homo sapiens	human	PROTEIN_CODING	19	80221	NCBI Ortholog
80230	RUFY1	RUN and FYVE domain containing 1	Homo sapiens	human	PROTEIN_CODING	45	80230	NCBI Ortholog
80231	TASL	TLR adaptor interacting with endolysosomal SLC15A4	Homo sapiens	human	PROTEIN_CODING	1	80231	NCBI Ortholog
80233	FAAP100	FA core complex associated protein 100	Homo sapiens	human	PROTEIN_CODING	9	80233	NCBI Ortholog
80235	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	Homo sapiens	human	PROTEIN_CODING	14	80235	NCBI Ortholog
